dataset,Grid Search RF,NSGA-II (DEAP),PCA + RandomForest,RF Importance + RandomForest,RFE + RandomForest,Random Search RF
Wisconsin Breast Cancer,0.9473684210526315,0.9473684210526315,0.9385964912280702,0.9473684210526315,0.9473684210526315,0.9122807017543859
